同方全球人寿保险有限公司河北省分公司	请选择	2009-4-23	营业	
新华人寿保险股份有限公司邢台中心支公司	保险公司－人身险	2011-5-25	营业	
新华人寿保险股份有限公司承德中心支公司	保险公司－人身险	2012-9-7	营业	
信泰人寿保险股份有限公司衡水中心支公司	保险公司－人身险	2009-12-11	营业	
信泰人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2009-2-18	营业	
信泰人寿保险股份有限公司邢台中心支公司	保险公司－人身险	2012-9-10	营业	
信泰人寿保险股份有限公司保定中心支公司	保险公司－人身险	2012-9-20	营业	
信泰人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2009-12-11	营业	
信泰人寿保险股份有限公司秦皇岛中心支公司	保险公司－人身险	2009-2-18	营业	
信泰人寿保险股份有限公司唐山中心支公司	保险公司－人身险	2008-11-21	营业	
阳光人寿保险股份有限公司石家庄中心支公司	保险公司－人身险	2013-7-1	营业	
阳光人寿保险股份有限公司唐山中心支公司	保险公司－人身险	2010-7-30	营业	
阳光人寿保险股份有限公司廊坊中心支公司	保险公司－人身险	2010-7-30	营业	
阳光人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2010-7-22	营业	
阳光人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2010-3-26	营业	
阳光人寿保险股份有限公司保定中心支公司	保险公司－人身险	2010-3-26	营业	
阳光人寿保险股份有限公司秦皇岛中心支公司	保险公司－人身险	2010-12-6	营业	
阳光人寿保险股份有限公司张家口中心支公司	保险公司－人身险	2011-6-28	营业	
阳光人寿保险股份有限公司邢台中心支公司	保险公司－人身险	2010-12-7	营业	
阳光人寿保险股份有限公司衡水中心支公司	保险公司－人身险	2010-12-6	营业中	
阳光人寿保险股份有限公司承德中心支公司	保险公司－人身险	2011-6-29	营业中	
中国人民健康保险股份有限公司张家口中心支公司	保险公司－人身险	2010-10-11	营业	
中国人民健康保险股份有限公司衡水中心支公司	保险公司－人身险	2008-8-28	营业	
中国人民健康保险股份有限公司秦皇岛中心支公司	保险公司－人身险	2008-7-22	营业	
中国人民健康保险股份有限公司邯郸中心支公司	保险公司－人身险	2008-8-6	营业	
中国人民健康保险股份有限公司唐山中心支公司	保险公司－人身险	2008-6-12	营业	
农银人寿保险股份有限公司唐山中心支公司	保险公司－人身险	2007-12-10	营业	
农银人寿保险股份有限公司秦皇岛中心支公司	保险公司－人身险	2007-6-22	营业	
农银人寿保险股份有限公司保定中心支公司	保险公司－人身险	2009-1-19	营业	
农银人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2007-6-22	营业	
农银人寿保险股份有限公司衡水中心支公司	保险公司－人身险	2008-3-13	营业	
农银人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2011-1-27	营业	
农银人寿保险股份有限公司廊坊中心支公司	保险公司－人身险	2014-5-12	营业	
农银人寿保险股份有限公司邢台中心支公司	保险公司－人身险	2014-7-24	营业	
民生人寿保险股份有限公司石家庄中心支公司	保险公司－人身险	2010-2-20	营业	
民生人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2009-3-4	营业	
民生人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2008-5-9	营业	
民生人寿保险股份有限公司秦皇岛中心支公司	保险公司－人身险	2007-6-22	营业	
民生人寿保险股份有限公司唐山中心支公司	保险公司－人身险	2008-5-9	营业	
民生人寿保险股份有限公司邢台中心支公司	保险公司－人身险	2009-3-4	营业	
民生人寿保险股份有限公司廊坊中心支公司	保险公司－人身险	2011-10-10	营业	
民生人寿保险股份有限公司衡水中心支公司	保险公司－人身险	2008-5-9	营业	
民生人寿保险股份有限公司张家口中心支公司	保险公司－人身险	2010-2-20	营业	
民生人寿保险股份有限公司承德中心支公司	保险公司－人身险	2011-10-8	营业	
国华人寿保险股份有限公司邢台中心支公司	保险公司－人身险	2010-5-5	营业	
国华人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2010-7-12	营业	
国华人寿保险股份有限公司保定中心支公司	保险公司－人身险	2010-9-13	营业	
国华人寿保险股份有限公司唐山中心支公司	保险公司－人身险	2010-11-29	营业	
国华人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2011-8-5	营业	
国华人寿保险股份有限公司衡水中心支公司	保险公司－人身险	2011-12-8	营业	
国华人寿保险股份有限公司廊坊中心支公司	保险公司－人身险	2012-4-26	营业	
国华人寿保险股份有限公司张家口中心支公司	保险公司－人身险	2012-5-15	营业	
长城人寿保险股份有限公司唐山中心支公司	保险公司－人身险	2010-10-14	营业	
长城人寿保险股份有限公司保定中心支公司	保险公司－人身险	2008-12-24	营业	
长城人寿保险股份有限公司邢台中心支公司	保险公司－人身险	2009-11-16	营业	
长城人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2008-12-24	营业	
长城人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2011-9-29	营业	
长城人寿保险股份有限公司衡水中心支公司	保险公司－人身险	2011-12-30	营业	
长城人寿保险股份有限公司秦皇岛中心支公司	保险公司－人身险	2009-9-22	营业	
华夏人寿保险股份有限公司廊坊中心支公司	保险公司－人身险	2012-9-18	营业	
华夏人寿保险股份有限公司保定中心支公司	保险公司－人身险	2012-12-6	营业	
华夏人寿保险股份有限公司衡水中心支公司	保险公司－人身险	2014-5-6	营业	
华夏人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2012-9-18	营业	
华夏人寿保险股份有限公司秦皇岛中心支公司	保险公司－人身险	2012-9-18	营业	
华夏人寿保险股份有限公司唐山中心支公司	保险公司－人身险	2012-12-18	营业	
华夏人寿保险股份有限公司承德中心支公司	保险公司－人身险	2014-6-30	营业	
华夏人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2013-11-18	营业	
华夏人寿保险股份有限公司张家口中心支公司	保险公司－人身险	2015-2-10	营业	
平安养老保险股份有限公司唐山中心支公司	保险公司－人身险	2008-9-23	营业	
平安养老保险股份有限公司保定中心支公司	保险公司－人身险	2008-1-12	营业	
平安养老保险股份有限公司秦皇岛中心支公司	保险公司－人身险	2012-7-31	营业	
平安养老保险股份有限公司承德中心支公司	保险公司－人身险	2012-7-31	营业	
合众人寿保险股份有限公司唐山中心支公司	保险公司－人身险	2007-12-12	营业	
合众人寿保险股份有限公司秦皇岛中心支公司	保险公司－人身险	2006-7-18	营业	
合众人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2006-12-28	营业	
合众人寿保险股份有限公司邢台中心支公司	保险公司－人身险	2008-1-7	营业	
合众人寿保险股份有限公司保定中心支公司	保险公司－人身险	2006-7-18	营业	
合众人寿保险股份有限公司张家口中心支公司	保险公司－人身险	2008-5-6	营业	
合众人寿保险股份有限公司承德中心支公司	保险公司－人身险	2007-12-12	营业	
合众人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2008-1-7	营业	
合众人寿保险股份有限公司衡水中心支公司	保险公司－人身险	2006-12-7	营业	
信诚人寿保险有限公司保定中心支公司	保险公司－人身险	2011-7-13	营业	
信诚人寿保险有限公司唐山中心支公司	保险公司－人身险	2011-10-8	营业	
信诚人寿保险有限公司秦皇岛中心支公司	保险公司－人身险	2014-1-3	营业	
太平人寿保险有限公司石家庄中心支公司	保险公司－人身险	2014-1-22	营业	
太平人寿保险有限公司唐山中心支公司	保险公司－人身险	2004-11-2	营业	
太平人寿保险有限公司保定中心支公司	保险公司－人身险	2004-11-2	营业	
太平人寿保险有限公司邯郸中心支公司	保险公司－人身险	2004-11-3	营业	
太平人寿保险有限公司沧州中心支公司	保险公司－人身险	2004-11-3	营业	
太平人寿保险有限公司廊坊中心支公司	保险公司－人身险	2004-11-3	营业	
太平人寿保险有限公司秦皇岛中心支公司	保险公司－人身险	2007-12-6	营业	
太平人寿保险有限公司邢台中心支公司	保险公司－人身险	2008-12-25	营业	
太平人寿保险有限公司衡水中心支公司	保险公司－人身险	2008-12-25	营业	
太平人寿保险有限公司张家口中心支公司	保险公司－人身险	2009-9-22	营业	
太平人寿保险有限公司承德中心支公司	保险公司－人身险	2010-8-17	营业	
百年人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2010-5-13	营业	
百年人寿保险股份有限公司唐山中心支公司	保险公司－人身险	2010-6-23	营业	
百年人寿保险股份有限公司秦皇岛中心支公司	保险公司－人身险	2010-12-30	营业	
百年人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2011-6-29	营业	
百年人寿保险股份有限公司承德中心支公司	保险公司－人身险	2010-12-30	营业	
百年人寿保险股份有限公司张家口中心支公司	保险公司－人身险	2011-9-29	营业	
百年人寿保险股份有限公司廊坊中心支公司	保险公司－人身险	2012-5-17	营业	
百年人寿保险股份有限公司邢台中心支公司	保险公司－人身险	2013-7-1	营业	
英大泰和人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2012-5-15	营业	
英大泰和人寿保险股份有限公司保定中心支公司	保险公司－人身险	2012-11-22	营业	
英大泰和人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2012-11-22	营业	
英大泰和人寿保险股份有限公司衡水中心支公司	保险公司－人身险	2012-12-26	营业	
英大泰和人寿保险股份有限公司邢台中心支公司	保险公司－人身险	2012-12-26	营业	
中国太平洋人寿保险股份有限公司保定中心支公司	保险公司－人身险	2001-11-13	营业	
中国太平洋人寿保险股份有限公司石家庄中心支公司	保险公司－人身险	2009-10-21	营业	
中国太平洋人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2001-11-13	营业	
中国太平洋人寿保险股份有限公司承德中心支公司	保险公司－人身险	2002-3-15	营业	
中国太平洋人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2001-11-13	营业	
中国太平洋人寿保险股份有限公司衡水中心支公司	保险公司－人身险	2001-11-13	营业	
中国太平洋人寿保险股份有限公司廊坊中心支公司	保险公司－人身险	2001-11-13	营业	
中国太平洋人寿保险股份有限公司秦皇岛中心支公司	保险公司－人身险	2001-11-13	营业	
中国太平洋人寿保险股份有限公司唐山中心支公司	保险公司－人身险	2001-11-13	营业	
中国太平洋人寿保险股份有限公司邢台中心支公司	保险公司－人身险	2002-3-15	营业	
中国太平洋人寿保险股份有限公司张家口中心支公司	保险公司－人身险	2001-11-13	营业	
富德生命人寿保险股份有限公司石家庄中心支公司	保险公司－人身险	2013-3-28	营业	
富德生命人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2007-10-10	营业	
富德生命人寿保险股份有限公司保定中心支公司	保险公司－人身险	2007-10-10	营业	
富德生命人寿保险股份有限公司衡水中心支公司	保险公司－人身险	2007-10-10	营业	
富德生命人寿保险股份有限公司邢台中心支公司	保险公司－人身险	2008-8-29	营业	
富德生命人寿保险股份有限公司唐山中心支公司	保险公司－人身险	2010-6-17	营业	
富德生命人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2010-9-3	营业	
富德生命人寿保险股份有限公司秦皇岛中心支公司	保险公司－人身险	2010-9-3	营业	
富德生命人寿保险股份有限公司张家口中心支公司	保险公司－人身险	2011-12-20	营业	
富德生命人寿保险股份有限公司廊坊中心支公司	保险公司－人身险	2011-9-19	营业	
富德生命人寿保险股份有限公司承德中心支公司	保险公司－人身险	2011-7-18	营业	
光大永明人寿保险有限公司邯郸中心支公司	保险公司－人身险	2011-6-24	营业	
光大永明人寿保险有限公司唐山中心支公司	保险公司－人身险	2011-6-24	营业	
光大永明人寿保险有限公司张家口中心支公司	保险公司－人身险	2011-10-9	营业	
光大永明人寿保险有限公司保定中心支公司	保险公司－人身险	2011-11-29	营业	
光大永明人寿保险有限公司承德中心支公司	保险公司－人身险	2011-12-15	营业	
光大永明人寿保险有限公司秦皇岛中心支公司	保险公司－人身险	2012-1-19	营业	
光大永明人寿保险有限公司沧州中心支公司	保险公司－人身险	2012-5-7	营业	
光大永明人寿保险有限公司衡水中心支公司	保险公司－人身险	2012-5-7	营业	
光大永明人寿保险有限公司廊坊中心支公司	保险公司－人身险	2012-10-29	营业	
光大永明人寿保险有限公司邢台中心支公司	保险公司－人身险	2012-12-6	营业	
光大永明人寿保险有限公司石家庄中心支公司	保险公司－人身险	2013-11-25	营业	
泰康人寿保险股份有限公司石家庄中心支公司	保险公司－人身险	未知	营业	
泰康人寿保险股份有限公司廊坊中心支公司	保险公司－人身险	未知	营业	
泰康人寿保险股份有限公司秦皇岛中心支公司	保险公司－人身险	未知	营业	
泰康人寿保险股份有限公司唐山中心支公司	保险公司－人身险	未知	营业	
泰康人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	未知	营业	
泰康人寿保险股份有限公司保定中心支公司	保险公司－人身险	未知	营业	
泰康人寿保险股份有限公司邢台中心支公司	保险公司－人身险	未知	营业	
泰康人寿保险股份有限公司沧州中心支公司	保险公司－人身险	未知	营业	
泰康人寿保险股份有限公司承德中心支公司	保险公司－人身险	未知	营业	
泰康人寿保险股份有限公司张家口中心支公司	保险公司－人身险	未知	营业	
泰康人寿保险股份有限公司衡水中心支公司	保险公司－人身险	未知	营业	
幸福人寿保险股份有限公司保定中心支公司	保险公司－人身险	2011-10-20	营业	
幸福人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2011-10-20	营业	
幸福人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2011-12-31	营业	
幸福人寿保险股份有限公司唐山中心支公司	保险公司－人身险	2012-5-15	营业	
工银安盛人寿保险有限公司保定中心支公司	保险公司－人身险	2013-8-15	营业	
工银安盛人寿保险有限公司邯郸中心支公司	保险公司－人身险	2014-7-24	营业	
工银安盛人寿保险有限公司唐山中心支公司	保险公司－人身险	2013-7-4	营业	
中国人民人寿保险股份有限公司石家庄市分公司	保险公司－人身险	2011-4-11	营业	
中国人民人寿保险股份有限公司唐山市分公司	保险公司－人身险	2008-10-6	营业	
中国人民人寿保险股份有限公司秦皇岛市中心支公司	保险公司－人身险	2008-10-6	营业	
中国人民人寿保险股份有限公司邯郸市中心支公司	保险公司－人身险	2008-7-28	营业	
中国人民人寿保险股份有限公司邢台市中心支公司	保险公司－人身险	2008-8-29	营业	
中国人民人寿保险股份有限公司保定市分公司	保险公司－人身险	2008-7-1	营业	
中国人民人寿保险股份有限公司张家口市中心支公司	保险公司－人身险	2008-7-28	营业	
中国人民人寿保险股份有限公司承德市中心支公司	保险公司－人身险	2011-1-19	营业	
中国人民人寿保险股份有限公司沧州市中心支公司	保险公司－人身险	2008-6-18	营业	
中国人民人寿保险股份有限公司廊坊市中心支公司	保险公司－人身险	2008-7-22	营业	
中国人民人寿保险股份有限公司衡水市中心支公司	保险公司－人身险	2009-10-13	营业	
中国人民人寿保险股份有限公司河北省分公司电话销售中心	保险公司－人身险	2013-11-5	营业	
中国平安人寿保险股份有限公司唐山中心支公司	保险公司－人身险	2002-9-26	营业	
中国平安人寿保险股份有限公司邯郸中心支公司	保险公司－人身险	2002-9-26	营业	
中国平安人寿保险股份有限公司邢台中心支公司	保险公司－人身险	2002-9-26	营业	
中国平安人寿保险股份有限公司保定中心支公司	保险公司－人身险	2002-9-26	营业	
中国平安人寿保险股份有限公司秦皇岛中心支公司	保险公司－人身险	1998-8-21	营业	
中国平安人寿保险股份有限公司张家口中心支公司	保险公司－人身险	2002-9-26	营业	
中国平安人寿保险股份有限公司沧州中心支公司	保险公司－人身险	2002-9-26	营业	
中国平安人寿保险股份有限公司承德中心支公司	保险公司－人身险	2003-8-15	营业	
中国平安人寿保险股份有限公司衡水中心支公司	保险公司－人身险	2003-8-15	营业	
中国平安人寿保险股份有限公司廊坊中心支公司	保险公司－人身险	2002-9-26	营业	
中英人寿保险有限公司河北分公司石家庄营销服务部	保险公司－人身险	2007-11-21	营业	
中英人寿保险有限公司河北分公司邯郸营销服务部	保险公司－人身险	2011-11-15	营业	
中英人寿保险有限公司河北分公司保定营销服务部	保险公司－人身险	2007-11-21	营业	
中英人寿保险有限公司河北分公司承德营销服务部	保险公司－人身险	2008-9-5	营业	
中英人寿保险有限公司河北分公司石家庄平山营销服务部	保险公司－人身险	2014-6-28	营业	
天安人寿保险股份有限公司石家庄市桥西支公司	保险公司－人身险	2013-1-5	营业	
天安人寿保险股份有限公司邢台市隆尧支公司	保险公司－人身险	2013-11-18	营业	
天安人寿保险股份有限公司邢台市清河支公司	保险公司－人身险	2014-7-24	营业	
天安人寿保险股份有限公司保定市定兴支公司	保险公司－人身险	2014-6-28	营业	
天安人寿保险股份有限公司保定市清苑支公司	保险公司－人身险	2014-7-24	营业	
天安人寿保险股份有限公司沧州市泊头支公司	保险公司－人身险	2015-2-10	营业	
天安人寿保险股份有限公司沧州市青县支公司	保险公司－人身险	2015-2-10	营业	
天安人寿保险股份有限公司邯郸市永年支公司	保险公司－人身险	2015-2-10	营业	
中国人寿保险股份有限公司邯郸市邯山支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司邯郸市丛台支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司邯郸市复兴支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司邯郸市峰峰矿区支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司邯郸县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临漳支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司成安支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司大名支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司涉县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司磁县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司肥乡支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司永年支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司邱县支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司鸡泽支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司广平支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司馆陶支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司魏县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司曲周支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司武安支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司秦皇岛市海港支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司秦皇岛市山海关支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司秦皇岛市北戴河支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司青龙支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司昌黎支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司抚宁支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司卢龙支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司围场满族蒙古族自治县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司平泉支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险服份有限公司丰宁满族自治县支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司承德市双滦区支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司承德县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司隆化支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司宽城满族自治县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司滦平支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司兴隆支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司承德市鹰手营子支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司双桥支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司沧县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司青县支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司东光支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司海兴支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司盐山支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司肃宁支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司南皮支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司吴桥支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司献县支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司孟村支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司泊头支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司任丘支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司黄骅支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司沧州渤海新区支公司	保险公司－人身险	2003-10-27	营业	
中国人寿保险股份有限公司河间支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司唐山市路南支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司唐山市路北支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司唐山市丰南支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司唐山市丰润支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司唐山市古冶支公司	保险公司－人身险	2003-6-30	营业	
